HS_CEEB,HS_CITY,HS_NAME,HS_POSTAL_CD,HS_STATE
140176,Aurora,aurora christian schools,60506-6206,IL
143245,Oak Park,oak park & river forest hs,60302-2264,IL
150215,Bloomington,bloomington high school south,47401,IN
152295,Middlebury,northridge high school,46540,IN
152345,Mishawaka,mishawaka high school,46544,IN
211042,Union Bridge,francis scott key high school,21791,MD
221935,Somerset,somerset high school,02726,MA
241915,Ortonville,ortonville high school,56278,MN
252097,Natchez,cathedral high school,39120,MS
281380,Lyons,lyons-decatur northeast schls,68038,NE
300059,Bow,bow high school,03304,NH
310363,Erial,timber creek regional hs,08081,NJ
311381,Scotch Plains,union county acad info tech,07076,NJ
320122,Albuquerque,volcano vista high school,87114,NM
331195,Canandaigua,canandaigua academy,14424,NY
334148,New York,marsha stern talmudical acad,10033,NY
335653,Turin,south lewis senior high school,13473,NY
341530,Goldsboro,rosewood high school,27530,NC
341632,Greensboro,walter hines page high school,27405,NC
372650,Oklahoma City,harding fine arts academy,73118,OK
380335,Eugene,marist high school,97401,OR
380430,Gresham,gresham union high school,97030,OR
381015,Saint Helens,saint helens high school,97051,OR
390950,Danville,danville area sr high school,17821,PA
392693,Monaca,center valley high school,15061,PA
395363,Wingate,bald eagle area jr-sr hs,16823,PA
410501,Columbia,ben lippen school,29230,SC
411470,Myrtle Beach,socastee high school,29588,SC
421072,Rapid City,stevens high school,57702,SD
440315,Austin,st stephens episcopal sch,78746,TX
440412,Austin,fusion academy-austin,78746,TX
440955,Bryan,bryan high school,77802,TX
441400,College Station,a and m consolidated high scho,77840,TX
443736,Katy,james e taylor high school,77450,TX
444340,Lubbock,lubbock-cooper high school,79423,TX
471370,Axton,carlisle school,24054,VA
471553,Newport News,warwick high school,23601,VA
472320,Warsaw,rappahannock high school,22572,VA
480605,Leavenworth,cascade high school,98826,WA
481128,Seattle,nathan hale high school,98125,WA
481265,Spokane,lewis and clark high school,99204,WA
501157,Madison,james madison memorial hs,53717,WI
501380,Milwaukee,messmer high school,53206,WI
501728,Oshkosh,oshkosh north high school,54901,WI
502540,Wilmot,wilmot high school,53192,WI
DH0004,Longmont,universal high school,80503,CO
030037,Chandler,basha high school,85249,AZ
030478,Tucson,cholla high magnet school,85713,AZ
030658,Scottsdale,rancho solano prep school,85258,AZ
041414,Little Rock,arkansas baptist high school,72223-4402,AR
052102,Napa,new technology high school,94559,CA
053326,Santa Rosa,cardinal newman high school,95403,CA
053373,Shingle Springs,ponderosa high school,95682,CA
054006,Santa Barbara,garden street academy,93105,CA
054176,Oakland,american indian public hs,94619,CA
060136,Boulder,watershed school,80302,CO
101663,Tallahassee,rickards high school,32301,FL
102180,Ponte Vedra,ponte vedra high school,32081,FL
102337,Fort Myers,lee virtual instructional prog,,FL
102607,North Miami,mast at fiu biscayne bay cmps,33181,FL
110119,Bogart,prince avenue christian school,30622,GA
112608,Rome,rome high school,30161,GA
120240,Waimea,waimea high school,96796,HI
130389,Boise,centennial high school,83713,ID
141001,Chicago,george westinghouse college pr,60624,IL
142540,Lanark,eastland high district 308,61046-1352,IL
143420,Peoria,peoria notre dame high school,61614-4855,IL
150608,Columbus,columbus east high school,47201,IN
172000,Overland Park,shawnee mission north high sch,66202,KS
190250,Baton Rouge,woodlawn high school,70817,LA
191135,Boutte,hahnville high school,70039,LA
210651,Huntingtown,huntingtown high school,20639,MD
210870,Reisterstown,franklin high school,21136,MD
221335,Marlborough,marlborough high school,01752,MA
253010,Tupelo,tupelo high school,38801,MS
263289,Springfield,kickapoo high school,65807,MO
310740,Madison,madison high school,07940,NJ
310828,Cherry Hill,kings christian jr sr hs,08003,NJ
310955,Newark,saint vincent academy,07103,NJ
311475,Trenton,trenton central high school,08609,NJ
330426,Binghamton,chenango valley high school,13901,NY
333860,New York,nightingale bamford school,10128,NY
336074,Yonkers,yonkers middle high school,10705,NY
340681,Charlotte,northside christian academy,28262,NC
342620,Raleigh,millbrook high school,27615,NC
361262,Gates Mills,hawken school,44040,OH
365275,Wadsworth,wadsworth senior high school,44281,OH
370340,Blackwell,blackwell high school,74631-4996,OK
373620,Tulsa,bishop kelley high school,74135-5607,OK
380803,Pendleton,pendleton high school,97801,OR
393335,Philadelphia,girard college high school,19121,PA
400040,East Greenwich,east greenwich high school,02818,RI
411445,Mount Pleasant,wando high school,29466,SC
411948,Taylors,eastside high school,29687,SC
420355,Dupree,dupree high school,57623,SD
420625,Hot Springs,hot springs high school,57747,SD
420900,Mobridge,mobridge high school,57601,SD
430657,Fairview,fairview high school,37062,TN
431103,Knoxville,tennessee governors academy,37920,TN
431725,Nashville,university school of nashville,37212,TN
432132,Smyrna,stewarts creek high school,,TN
432267,Tiptonville,lake county high school,38079,TN
440350,Austin,san juan diego catholic ave hs,78704,TX
442192,El Paso,harmony science academy,79907,TX
444042,Laredo,j b alexander high school,78045,TX
446271,San Antonio,william howard taft high sch,78253,TX
471028,Hampton,kecoughtan high school,23669,VA
471445,Mineral,louisa county high school,23117,VA
471742,Poquoson,poquoson high school,23662,VA
471815,Radford,radford high school,24141,VA
472284,Chesapeake,atlantic shores christian sch,23320,VA
481169,Seattle,university preparatory academy,98115,WA
500282,Brookfield,brookfield central high school,53005,WI
501159,Madison,malcolm shabazz high school,53704,WI
DH0003,Leesburg,fusion academy loudoun,20176-6500,VA
030054,Phoenix,horizon comm learning center,85048,AZ
030530,Tucson,tucson magnet high school,85705,AZ
050008,Acton,vasquez high school,93510,CA
050223,Bakersfield,south high school,93304,CA
050564,Chino Hills,chino hills high school,91709,CA
050816,El Centro,southwest high school,92243,CA
053224,San Ramon,venture school,94582,CA
053500,Templeton,templeton high school,93465,CA
053691,Ventura,foothill technology hs,93003,CA
053771,Wildomar,cornerstone christian school,92595,CA
060674,Lakewood,long view high school,80228,CO
060727,Greenwood Village,mountain view virtual,80111,CO
070599,Oakdale,montville high school,06370,CT
070845,Waterbury,sacred heart high school,06706,CT
100089,Bartow,international baccalaureate sc,33830,FL
101230,New Smyrna Beach,new smyrna beach high school,32168,FL
111275,Fayetteville,fayette county high school,30214,GA
112682,Savannah,herschel jenkins high school,31406,GA
130647,Wallace,wallace junior & senior high s,83873,ID
141821,El Paso,el paso-gridley high school,61738-1077,IL
142663,Lombard,montini high school,60148,IL
142720,Mahomet,mahomet-seymour high school,61853-1098,IL
180855,Fort Thomas,highlands high school,41075,KY
200347,Sullivan,sumner memorial high school,04664,ME
210002,Baltimore,bard early college high school,21216,MD
221842,Byfield,triton regional school,01922,MA
222023,Spencer,david prouty high school,01562,MA
260460,Camdenton,camdenton r-iii high school,65020,MO
311412,Spotswood,spotswood high school,08884,NJ
311484,Hamilton,hamilton high school north,08619,NJ
311633,Woodbury,gateway regional high school,08096,NJ
332083,Ghent,hawthorne valley school,12075,NY
333015,Manhasset,saint marys high school,11030,NY
334270,Oceanside,oceanside high school,11572,NY
341049,Durham,durham academy upper school,27705,NC
351830,Watford City,watford city high school,58854,ND
361440,Cleveland Hts,beaumont school for girls,44118,OH
364160,Pickerington,pickerington central hs,43147,OH
365076,Dublin,dublin jerome high school,43016,OH
391652,Harrisburg,capital area school,17101,PA
392410,Marion Center,marion center area high school,15759,PA
393631,Sewickley,eden christian academy,15143,PA
400063,Middletown,middletown high school,02842,RI
411257,Graniteville,midland valley high school,29829,SC
430315,Chattanooga,mccallie school,37404,TN
431306,Maryville,william blount high school,37801,TN
441853,Dallas,rangel young womens leadership,75210,TX
444834,Mission,juan diego academy,78572,TX
446260,San Antonio,thomas a edison high school,78212,TX
446320,San Marcos,san marcos baptist academy,78666,TX
447290,Waco,midway high school,76712,TX
546045,San Juan,colegio la piedad,00914,PR
042105,Prairie Grove,prairie grove high school,72753-2509,AR
050490,Carpinteria,carpinteria high school,93013,CA
052629,Rialto,rialto high school,92376,CA
052723,Sacramento,mira loma high school,95821,CA
060744,Highlands Ranch,eagle academy,80130,CO
070797,Trumbull,saint joseph high school,06611,CT
100150,Brandon,brandon high school,33510,FL
100497,Plantation,plantation high school,33313,FL
101073,Miami,miami norland sr high school,33169,FL
101116,Miami Beach,hebrew academy,33140,FL
102619,Tampa,carrollwood day school,33613,FL
120225,Wailuku,h p baldwin high school,96793,HI
130498,Pocatello,highland high school,83201,ID
140935,Chicago,latin school of chicago,60610-1403,IL
144386,Wheaton,wheaton north high school,60187-9104,IL
150216,Bloomington,academy sci entrepreneurship,47403,IN
151662,Indianapolis,covenant christian high school,46214,IN
163505,Perry,perry high school,50220,IA
171965,McPherson,mcpherson high school,67460,KS
210318,Cambridge,cambridge south dorchester hs,21613,MD
220163,Hingham,notre dame academy,02043,MA
231425,Fenton,fenton high school,48430,MI
231628,Genesee,genesee high school,48437,MI
231770,Grandville,grandville high school,49418,MI
241175,Hutchinson,hutchinson high school,55350,MN
280515,Coleridge,coleridge high school,68727,NE
281500,Milford,milford high school,68405,NE
300134,Dover,cocheco arts and tech acad,03820,NH
320116,Albuquerque,native american com. acad.,87108-4809,NM
330500,Brewster,brewster high school,10509,NY
330836,Brooklyn,the brooklyn latin school,11206,NY
331490,Corning,corning painted post east hs,14830,NY
333522,New York,leman manhattan prep school,10004,NY
333674,New York,high school envrnmntl studies,10019,NY
334468,Cortlandt Manor,walter panas high school,10567,NY
334895,Rome,rome free academy,13441,NY
340980,Denver,east lincoln high school,28037,NC
362875,Lakewood,st edward high school,44107,OH
372380,Del City,del city high school,73115-3102,OK
380315,Enterprise,enterprise high school,97828,OR
380560,Klamath Falls,klamath union high school,97601,OR
391620,Hamburg,hamburg area jr-sr high school,19526,PA
392575,Merion Station,merion mercy academy,19066,PA
410026,Aiken,south aiken high school,29803,SC
410906,Greenville,southside high school,29605,SC
420605,Hill City,hill city high school,57745,SD
430702,Franklin,comenius school,37064,TN
440012,Abilene,cooper high school,79605,TX
441927,Del Valle,del valle high school,78617,TX
442250,El Paso,stephen f austin high school,79930,TX
446154,San Antonio,james madison high school,78247,TX
450132,Hurricane,diamond ranch academy,84737,UT
472463,Woodbridge,woodbridge senior high school,22192,VA
481355,Tacoma,annie wright school,98403,WA
DH0009,San Jose,middle college at san jose cc,95126,CA
DH0009,San Jose,middle college at san jose cc,95126-2736,CA
011483,Huntsville,catholic high school,35805,AL
030216,Mesa,dobson high school,85202,AZ
030728,Flagstaff,basis flagstaff,86001,AZ
050134,Apple Valley,granite hills high school,92307,CA
050528,Chatsworth,chatsworth high school,91311,CA
050980,Fresno,edison high school,93706,CA
051316,Walnut Creek,contra costa christian hs,94597,CA
051984,Irvine,university high school,92612,CA
053175,San Mateo,san mateo high school,94401,CA
053597,Vacaville,will c wood high school,95687,CA
054357,Murrieta,murrieta mesa high school,92562,CA
060013,Denver,cole high school dsst,80205,CO
060472,Denver,mapleton early college,80229,CO
060928,Centennial,arapahoe high school,80122,CO
070465,New Canaan,new canaan high school,06840,CT
070962,Winsted,northwestern reg high school,06098,CT
100512,Fort Myers,evangelical christian school,33907,FL
101316,Orlando,first academy,32805,FL
102068,Miami,ronald w reagan hs,33178,FL
110921,Cumming,north forsyth high school,30028,GA
111962,Macon,tattnall square academy,31210,GA
120199,Waianae,nanakuli high intermediate sch,96792,HI
141740,Effingham,effingham high school,62401-1994,IL
143495,Plainfield,plainfield hs-central campus,60544-1833,IL
143515,Pleasant Plains,pleasant plains high school,62677,IL
151106,Fort Wayne,paul harding high school,46816,IN
151647,Avon,avon high school,46123,IN
222154,Upton,blackstone vly regl v0c-tec hs,01568,MA
240256,Blaine,blaine high school,55434,MN
240295,Brainerd,brainerd senior high school,56401,MN
241720,Montgomery,montgomery-lonsdale high sch,56069,MN
242035,Savage,prior lake high school,55378,MN
242178,Saint Cloud,apollo high school,56303,MN
252455,Pontotoc,pontotoc high school,38863,MS
290065,Fernley,fernley high school,89408,NV
300135,Dover,dover high school,03820,NH
311360,Scotch Plains,scotch plains-fanwood high sch,07076,NJ
330400,Bemus Point,maple grove jr-sr high school,14712,NY
330697,Brooklyn,williamsburg preparatory hs,11211,NY
331627,Dix Hills,half hollow hills h s west,11746,NY
331895,Manlius,fayetteville manlius hs,13104,NY
333540,New York,chapin school,10028,NY
334390,Oyster Bay,saint dominic high school,11771,NY
340973,Davidson,community school of davidson,28036,NC
342124,Knightdale,knightdale high school,27545,NC
361557,Columbus,marburn academy,43229,OH
365100,Trotwood,trotwood madison high school,45426,OH
391630,Harborcreek,harbor creek jr sr high school,16421,PA
391718,Hazleton,hazleton area high school,18202,PA
393135,Oxford,oxford area high school,19363,PA
394080,Pottstown,hill school,19464,PA
394091,Pottstown,west-mont christian academy,19465,PA
394965,Drexel Hill,upper darby high school,19026,PA
400036,Cranston,cranston high school west,02920,RI
400043,East Greenwich,rocky hill school,02818,RI
442100,Eagle Pass,eagle pass hs-cc winn campus,78852,TX
442570,Fort Worth,trimble technical high school,76104,TX
443411,Houston,northbrook senior high school,77080,TX
444424,Magnolia,magnolia west high school,77354-4204,TX
446000,Rosenberg,lamar consolidated high school,77471,TX
446155,San Antonio,incarnate word high school,78212,TX
447390,Weatherford,brock high school,76087,TX
450140,Ivins,tuacahn hs for performing arts,84738,UT
450360,Salt Lake City,ames academy math eng science,84121,UT
471618,Norfolk,norfolk christian high school,23505,VA
